level,content
1,穿起来舒服
1,换小一号，刚刚好
1,还可以 这个价不错
1,完美，性价比超高
1,很不错，很轻，穿起来很舒服。
1,很漂亮，孩子喜欢
1,给老爸买的、老爸说不错
1,帮朋友买的，还不错
1,我家宝宝很喜欢哦??
1,鞋子还行
1,试穿了一下，还没开始跑，感觉挺舒服的
1,还行，有点闷脚
1,选偏大好点
1,穿着挺舒服的！
1,穿着很舒服
1,穿着很舒服的
1,穿上了满意
1,好看 很舒服
1,好看，很舒服
1,穿着挺舒服的
1,买大半码刚好
1,脚感很好
1,穿的太舒服，比阿迪耐克强太多。推荐哦
1,不错，底很好，跑步很舒服
1,质量不好 不满意
1,好评，还没穿，尺码就那么刚刚好。
1,喜欢
1,感觉亚瑟士入门的比顶配更耐穿
1,真心的说，鞋确实不错。
1,鞋子还不错，挺舒服的。
1,舒服透气
1,穿着舒服
1,很透气，很轻
1,很棒，男朋友说很舒服，喜欢!
1,这个价格还可以
1,不错，一如既往的好。上一双12年买的，今天退休了！
1,一家三口穿的都是这个品牌的运动鞋，很满意
1,性价比很高
1,性价比很高。
1,没有379那款舒服，不过也还不错了
1,尺码标准，上脚很舒服。卖家发货速度和物流都很快。5分
1,鞋子很漂亮 很满意
1,东西挺不错的
1,不错，就是鞋底不够柔软！！！
1,工艺很好
1,总体OK的
1,做工不错，309元买的，居然有踩屎感，基本无瑕疵，本来想买来当走街鞋穿的，没想到可以用来跑步，出乎意料。白色不耐脏是一定的，透气面料，但不是那种一层网露肉的，满分吧，物有所值
1,有点踩屎感   挺不错的  推荐买
1,鞋子很好看，很不错。以后会朵朵关注
1,上脚很舒服，跑起来也不错
1,舒服，美观，很不错。
1,鞋底软，舒服，客服桃子态度很好
1,性价比很高了，喜欢，买了两双
1,还不错呢，就是有点小感觉
1,鞋有点窄，挤脚
1,小白鞋真不错
1,鞋挺好，正在穿
1,鞋子特别舒服
1,鞋子穿的很舒服
1,穿着很舒适，我很喜欢。
1,这是在这家买的第四双鞋了，不错！物流也超快！??
1,第一次买亚瑟士的鞋，听说包裹性好所以要买大一点，就买了大半码的，发现后跟有点松，懒得换了就垫个厚鞋垫，鞋带绑紧点穿。穿着没感觉出和其他鞋有太大区别，正常好评吧
1,不错，性价比很高的鞋子
1,嗯，挺软的，也蛮好看的，感觉蛮划来的
1,试了试，很舒服的鞋
1,给爸爸买的，说很合适，好评
1,明显的踩屎感，还不错
1,可以，减震效果不错
1,超级满意也舒服，大爱？
1,很舒服，搞活动，便宜很多
1,买了好多他们家鞋子，鞋子好处就是轻，穿着舒服，鞋底质量好耐磨，坏处就是样子丑，还有一些款式鞋帮面料非常不耐磨，这种情况在其它家运动鞋上从来没发生过，希望能引起厂家设计人员重视，换个面料供应商吧
1,真的很棒，以后还会光顾的
1,试穿了一下，感觉还不错
1,鞋子还好吧
1,宝贝不错
1,鞋子不错
1,宝贝不错
1,第二次买了，非常好
1,很不错，穿起来很舒适
1,超级喜欢～感觉不错！
1,蛮不错的，没什么瑕疵
1,穿的舒服，脚步很轻松
1,挺好的，质量也不错，
1,不错的体验，一天就到了
1,孩子挺喜欢的，不错！
1,非常满意的一次购物 客服很热心
1,还挺软 不知道耐不耐穿
1,穿上非常舒服，正品
1,性价比高，好看舒适
1,很好，喜欢。客服建议的尺寸非常合适，谢谢！
1,试穿了下，很轻很满意
1,回头客，依然大赞！
1,可以可以好评
1,看着不错，待试穿。
1,挺好看的，穿着跑起来透气性很好很凉快，就是底比较硬。要是想要弹性或者软底的鞋就要注意啦
1,一贯的优质品牌。送货也超快！
1,是正品，穿着很舒服
1,挺好的，反正老公也不挑
1,宝贝不错，物流也挺给力，好评！
1,很好，穿起来很帅
1,不错 性价比高
1,挺舒服，还不错
1,非常喜欢 很帅 发货也很快
1,正品，穿着非常舒服，满意
1,买来送人的，质量不错
1,挺好的  可以
1,脚感很好。赞
1,挺好的 很喜欢
1,很轻，不磨脚
1,很舒服 很好穿
1,很好看，很舒服
1,很漂亮  喜欢
1,说是还可以
1,真的超级棒，软软的
1,感觉还不错哦
1,鞋码正常。喜欢
1,好 很好 非常好
1,不错、很好、
1,很舒服，很轻
1,不错的 喜欢
1,好！！！没得说。。
1,减震挺好的
1,挺好的不错
1,很轻很舒服
1,舒服，挺好的
1,总体不错～
-1,有点磨脚
1,穿的挺舒服
1,真心不错
1,非常舒服
1,先好评咯
1,贼舒服??
1,穿的挺舒服的
1,满分好评！
1,非常好穿
1,不错，爸妈喜欢
1,老爸很满意，赞
1,代买，据说体验不错，好评
1,白色好看不耐脏啊，治懒利器！跑步五公里，感觉尚可，脚稍累，配速提不起来。另一双稳定版溜的飞起。这鞋出去浪可以，跑步你也刷不起。定位：亮骚。 尺码标准，除非脚特肥否则根本不用加大鞋码。
1,有些一波三折，一开始一直纠结码数，我平时跑鞋穿41，篮球鞋穿42，大家都说这款鞋型窄，所以我买了41.5，结果到货发现还是窄了，鞋头挤脚了。所以我又换了42.5，今天终于到了。迫不及待的穿上，体验到了踩屎感，码数刚好，穿几天之后再追评。
1,贼舒服了
1,还可以吧
1,还不错吧
1,不错，减震性能非常好！
1,挺好看，很轻，不错！
1,鞋子很舒服，很满意
1,试了一下，很舒服，好评
1,到货速度很快的，基本上居然第二天就到了，鞋子不知道跟专柜的是不是一样的，反正这个价格真的是相当的实惠了穿起来还可以吧，我觉得专柜的还是有些微的差别，或者这个可能不是新款是前几年的老款然后拿出来打特价的。
1,鞋子很舒服，很好
1,刻意过了这么久来评价的 第一次买这个牌子的鞋子 性价比很高 舒适度很好 最重要的一点 同类型的鞋子相比起来 是真的很透气 脚前部分是真的凉快 可以感觉到空气能内外流通那种 而且够轻完全没有多余的负担 真心推荐！！
1,nice
1,多快好省，赞一个。
1,达到心理预期
1,鞋子外观漂亮，时尚，试穿后很舒服，脚后跟有点硬，能很好保护脚踝，前面和两侧透气孔很多，能很好的散热，很满意的一款鞋子
1,好 客服很贴心
1,包裹很快收到，鞋子很正点，亲态度很好解答鞋子尺码，我185cm 185斤穿44码刚刚好和我平时穿的耐克鞋子尺码一样（很标准）包裹性透气性很棒，一阵大风吹过脚趾头都凉凉的很舒服，物美价廉、再买再关顾亲。
-1,本来就很失望，白鞋配上黑鞋垫真是非主流呀??????，掉散了的吊牌，模具造型，配上强烈刺鼻的味道，low到没朋友，大学时网购过一双鞋就失望了，时至今日，冒险尝试，让我最终放弃了网上购买服装相关物件，尤其是鞋子，退的事情免了，怪我贪便宜
1,舒服，好评(o^^o)
1,刚打开包装时吓一跳！怎么大了那么多？实际上脚却不大，穿着刚刚好！ 原本是想买李宁的第十五代跑鞋，偶然看到这双鞋子，关键是价格还比李宁的便宜，于是就拿下了。的确偏小，一般加大半码，脚肥的加大一码就对
1,还行吧，好评！
1,第二双了
1,物流好快
1,舒服，喜欢。
1,很喜欢，性价比高。穿的舒服
1,发货很快！穿着不错！
1,非常不错！喜欢
1,买的第三双了，不错
1,没有那么轻，整体比较紧，偏小一码，幸好买大了半码，站着体会不到那种踩屎感，但走着还好。最便宜的基础鞋，没啥特别惊艳的感觉
1,不错，很舒服
1,很好，是正品，非常满意 非常好。
1,很好，很舒服
1,哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈哈哈哈哈呵呵哈哈哈哈哈哈哈；先凑波字数；然后：不软不硬，毕竟便宜，主要是颜值，其实也不算好看，有点肥大，总体8分，习惯5分好评
1,第一次体验亚瑟士。首先物流很快。看了评论一直担心在运输过程中导致包装损坏，一再和客服确认后才下单。鞋子和想象中的一样，最近跑步鞋不合适导致脚痛才考虑买双跑步鞋，这款在亚瑟士里真的算很低价了，当然也是很初级的入门级，真假的话不好妄自评价，希望有好的体验。学生党表示努力攒钱从入门级向中级过度??
-1,还行吧性价比不是最高的 男生穿鞋比较费鞋 几个月就坏了 最容易坏的地方就是脱胶 去年买了4双 能管一年 今年有活动又买2双 618活动很烦 搞那么复杂 这个会场那个会场 优惠券也五花八门 算来算去根本不知道买到的价格是不是优惠 总之每次都比别人买的贵 不开心??穿着软硬舒适度还可以 以前总买Nike七八百下来也几个月就坏了 不如买asics 反正这种鞋子差不多一次性消费品 快递从各种通换成用EMS 也还快 隔天就到了
1,蛮好，物流快！
1,质量很好
1,平时穿39.5码这款40.5正好，已经跑过步了非常非常非常非常舒服，为了和男票凑成情侣鞋又买了一双黑色，鞋底很软，价格也这么白菜总之满意到爆灯！（实话是确实比nike外置的那种观赏性气垫鞋舒服很多）
1,不错，很好。
1,不错的鞋子，亚瑟士的鞋就是样子丑，不过架不住儿子喜欢，说是穿着很舒服，鞋底软，还轻。过几天的体育考试就指望穿着这双鞋能考出一个好成绩！
1,宝贝已收到，鞋子可以，就是有一点显脚大，不过毕竟是入门跑步鞋，然后缺点就是包装太简陋了，连个袋子也没有，不过价位低性价比不错，还是给个好评，因为客服服务我很满意！
1,第一次入手Asics的鞋，总体感觉在这个价位还是很不错，缓震方面可以体会得到，昨天跑了5公里，有了大概的了解&hellip;&hellip;首先，鞋面的包裹性很强，但是散热方面做的并不太好，如果是长时间的慢跑是有明显闷热的感觉：其次是鞋底，感觉大底耐磨还可以，但是部分细小的纹路可能比较容易磨损，最后gel的缓震是有明显的感觉。总体来说，在这个价位这双跑鞋的性价比还是很高的。物流方面选择了圆通，其实如果是顺丰的话可能是要更快一些，可能三天时间顺丰一般只需要两天。
1,头一次买这个品牌的鞋子，轻便，包脚，鞋底软硬适中，码数也合适，平时穿42码的，这个比较宽松，鞋带系紧一点就OK，不影响穿。做工不错，活动时买的非常划算，这个价位买到这个品质的鞋子，还是蛮惊喜的!
1,东西刚买回来还是有些磨脚，不过鞋子的颜色很正很亮，搭配些亮色的衣服是非常给力的。还有些增高的效果，穿了也不显得突兀，这就很有灵性了，对于我这种170大部队的男生穿后身形略显修长，气质又加了几分。 底子蛮软的，至于跑起来怎么样？还没试过，有待考察。总之呢，不错。
1,给老妈和老爸一人一双的情侣鞋。老妈老爸说穿着挺舒服的。相信亚瑟士的跑鞋，性价比也高，比耐克阿迪同价位的穿着舒服。会回购。
1,好气呦，为了不显示自己是哪个大学涂马赛克涂了半天，刚评论了另外两个，然后现在来这里评论 为了淘宝积分我手指头打字要抽筋了。好了，让我们进入正题，第一次穿就跑了四千米，感觉挺好，第二次穿去跑步突然感觉两只脚脚感不一样 好难受偶，我也不知道踩屎感是什么东西，第一次软 第二次就不那么软了，手指要折了 不说了 比618价格还贵了十块钱
1,亚瑟士的鞋子买不下于五双了，很耐穿，关键非常舒服，故意选大半码，稍微有点松，但是不影响，夏天穿很不错。活动买很划算！
1,很好，物有所值
1,第二双亚瑟士了，不得不说跑公路还是亚瑟士耐穿一些，这双鞋平常刷个5公里完全够用，鞋底够软，穿着舒服
1,鞋子外观还不错跟实物没什么差距。但是鞋子有点问题 ，我之前试只试过了左脚，感觉还好 ，然后后面穿了才发现右脚很挤， 我问别人别人说那个左右脚有差别， 但是我穿鞋从来没差那么大过， 那个右脚特别的挤都不能怎么活动， 很挤，跑步都难受 ，我以为过后会好点， 哪知道还是这样， 想换货，卖家说已经穿过退换不了 ，那就算了吧， 勉强穿穿 。
1,先买的39.5的脚紧的过一会儿就会麻，退了。换了40的，又大了&hellip;&hellip;跑起来挺沉的，没有我之前在李宁家买的跑鞋舒服，唉??郁闷！还有，鞋子做工真不好，鞋头都皱在一起的！
1,很好，满意
1,穿着感觉可以，没有什么踩屎感，外观比想象中要好，走起来有透过风的感觉，
1,第二双亚瑟士  很便宜  还没有穿  应该不错  喜欢白色  但是我穿白色鞋子太容易脏了  总之不错
1,物有所值
1,物美价廉
1,非常喜欢
1,非常满意
1,性价比高
1,前两天出去玩穿了一天，感觉一般吧，毕竟价钱摆在这，感觉黑色可能好看点，
1,穿着挺舒服，没有踩屎那么夸张??做工挺好，鞋面比较薄可以透光，看看穿久了再来追评
1,东西不错、值这个价位、入门级的、就是味道有点大、码数还好、等跑步以后在来追平、就这样吧
1,这双鞋鞋底超级棒的，外表摸起来没有很软，但穿起来很舒服，而且我也没有觉得很容易脏，可能在学校穿的缘故吧，一个星期下来也没有很脏的，很建议买哦，不过现在穿久了就会有点闷的感觉，毕竟天气热了嘛！不错的哦！
1,先说说外包装吧，外包装包装的非常严实，卖家特别的仔细。再打开看看里面，东西也确实是很好的，特别的超值，第一次在这家买，非常轻便，颜色好看，建议买大一点的号码。呵呵，谢了。家人见了都说好看都很喜欢。非常好。客服人很好！预祝生意兴隆！下次再来哦 ！店已经收藏了，值！
1,一般吧，其实还没国产的一些好，上脚感觉也就那样。没有吹的那么好，可能假的吧。就这些
1,包裹性好，不过我跑五公里脚掌就开始疼了，这一点不如我三百多的锐步，不是我打广告。毕竟是入门款，性价比已经算高的了
1,鞋子看起来比实际短一些感觉还是蛮不错的，但是鞋底的减震效果没有理想中的那么好
1,平时39码休闲鞋，运动鞋客服推荐的40.5码，最后选的40码，刚好合适，鞋子侧面看还行，从上看，鞋子有点蠢，鞋底前端做得有点宽。只能跑步穿穿了。
1,外观还行，但是鞋子底部很软没什么抗扭转性能，而且存在严重质量问题，穿了一个星期竟然就断线了，客服对接总是找不到固定的人，建议不要购买。
1,鞋子很好，穿着轻便好看，价格也合适，喜欢。
1,码子正，而且挺好看的，穿上跑步也很轻快，搞活动性价比也很高
1,踩开了还是比较舒服的，性价比非常高，包裹性很好，255的脚41.5足够了，我买大了半码。
1,穿着很舒服 软软的 外观漂亮有复古感 准备运动会穿 好评！
1,很久没有穿到41.5的鞋子了，所谓包裹性好就是鞋子不是特别大或特别小。多一分就大少一分就小，比较比较合脚，也轻便，鞋底弹性还行，没有别人吹牛逼的那么舒适。
1,不错舒服质量不错包裹性可以，270厘米穿 43.5号正好??????????????????????????
1,鞋子很漂亮，不想跑才去跑。这是跑者的思维方式！一个人即使再有才华，但是没有一个健康的身体，没有充沛的体力去让你&ldquo;流汗&rdquo;，最终也无法支持你实现自己的理想。
1,沒穿几次里面衬布就漏了，自己找块皮子粘上的，质量越来越差，大家谨慎购买！
1,尺码标准，穿着舒服，但时没想象中好看，颜值中等都不到，可能脚小的穿着好看吧??
1,鞋子非常轻  而且鞋底非常软 穿着走路跑步都特别舒服 虽然是入门级跑鞋 但是专业跑鞋品牌就是不一样
1,痛 真的痛 新鞋都要磨脚跟  那伤痕还是空军一号高帮留下的 刚刚好 现在又开始了
1,挺舒服的 还不累脚 就是太容易脏了 每天回去第一件事就是擦鞋子
1,作为入门款反正挺舒服，在这个价位的鞋中绝对值了，跑步用这个牌子完全可以
1,和大家分享的评论一样，比自己想象的要好！穿上之后包裹性很强，有专业跑鞋的感觉！赞！
1,不错，脚感舒服，40.5对于穿惯的40码，大小正合适，不亏是专业跑鞋，外形也很阳光帅气啊。穿的人更帅气哈哈哈哈??
1,比预想的好看，质量还不知道，穿着挺舒服的。后期有问题再追加。好评。
1,还不错看起来很清爽。透气。就是鞋底比较硬。五年前买了一双女式的鞋底很舒适。也是基础款的。根据经验买大半码，结果发现有点宽松。也不错。总体来说还是不错滴
1,给弟弟买的，他说不错，赶上搞活动，下次再买，自己穿的也是这个品牌，跑步运动超赞
1,跑鞋尺码比较合脚，走路弹性很好，感觉很轻很舒适，颜色好白，挺好。
1,很软，很轻，鞋型不错，就是太白，不耐脏
1,刚刚试了一下，脚感确实不错，就是外形emmm还可以颜值主要看人????
1,前后左右仔细看了下，没毛病，两侧很软，鞋底很硬这设计符合了跑鞋基本要求，穿着也舒服，是否耐磨要过一段时间检验，应该是正品
1,鞋子上脚很舒适，包裹性不错，270的脚43.5码正好，听客服推荐还是正确的，白白的鞋子赶上309的价格，还是挺满意的
1,鞋子还行，先穿着跑两天。看看质量怎么样。
1,好看是很好看哦  买大半码  就是我跑起来真的一出汗很热哦    很热很热=_=
1,质量有点偏差，鞋子还是去年的，鞋子后面看着好像坏了！
1,超喜欢的，平时39半的这双40的合适！脚感很好特别舒服！上脚也很好看！
1,鞋不错，就是味道挺大的，不知道是不是正品，以前没买过亚瑟士，官方旗舰店应该没问题吧，但以前就在别的品牌旗舰店买过假的，总的来说还不错，这几天下雨，晴天穿着试试
1,鞋子很漂亮，穿上特别帅气。还是白鞋子好看。??
1,质量不错的，没发现啥瑕疵。脚感舒适，略磨脚，不在意。跑起来还是挺爽的，弹性刚刚好的。这个价位这双鞋已经算不错了，是我比较满意的一次网购。不是拖，谢谢。
1,第一次入手这个牌子的货，收到货后迫不及待就跑了一次步，鞋底很软，穿上很舒适，鞋子也很轻，个人感觉跑步很不错，唯一有点不足的就是有点气味。其他都非常的OK。
1,味道是有点大，穿起来还不错，毕竟才两百多，挺值得
1,刚刚拆封，准备健身用，目前看还不错，感觉比其他世面的鞋稍大了半号
1,挺好的，鞋底比较软，平常运动鞋穿43的，买的大半码正合适
1,之前就买过你们家的鞋，短了，没有退换，送人了。这次看到买家评论有说鞋小有说合适的，为防止鞋子偏小专门咨询客服是否偏小，答复&ldquo;鞋子是正常尺码，只是偏窄，如果脚不胖不瘦正常选择，脚胖可以加大&rdquo; 。但事实是，鞋子就是偏短的，不是胖瘦的问题，这个长短也绝对不是正常鞋的尺码。如果你们家正常那就是市场上别的品牌不正常！再次联系客服，答复是&ldquo;客服只提供建议，选择权在客户手上。&rdquo; 这是一个负责任商家的态度吗？如果客服不给我一个否定性答复，我就会按照你们家这种不正常鞋号买大一码，但你一定要吹嘘自己是正常尺码，这样误导消费者，还振振有词&ldquo;你们只管提建议&rdquo; 我看你们不光鞋短，目光更短，祝你们邪业昌盛！滥售无疆！
1,白色很好看，第一次穿亚瑟士的鞋子，穿穿看吧 ，质量如何。
1,256的脚穿40.5正好！ 感觉性价比很高的一款跑步鞋！
1,鞋子很好，穿着很舒服，质量也不错，很漂亮喜欢！
1,243买的，包裹性好，夏天穿还是有点热，码子准。
1,穿着一般般吧，以后这个价位还是首选李宁的。
1,哇，真的很棒，感觉也挺好看的，很舒服，软软的。这个价位真的是很惊喜了。过两天感觉要再买一双黑的来配。
1,久违的脚感，总之就是很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快很好很快
1,看到有活动，买给弟弟的，鞋底也不是软，应该说有一定弹性，有缓冲感。
1,儿子很喜欢，说底很软，穿着舒服，已经穿了好几双亚瑟士了。
1,第一杯敬你：愿你路过的所有停靠点都不是旅店，而是家；我干杯，你随意&nbsp; 第二杯敬你：望你依旧潇洒地活在自己的世界里，此诀别；我干杯，你随意&nbsp; 第三杯敬你：对于梦想就努力对于期待沉默不语，可知事，我干杯，你随意&nbsp; 第四杯敬你：谢谢你在我的故事里完美的落了幕，便忘却；我干杯，你随意&nbsp; 第五杯敬你：愿你找到爱人愿我们老死不相往来，愿你好；我干杯，你随意&nbsp; 第六杯敬你：敬我一直干净如洗敬你却漂泊无依，似流浪；我干杯，你随意&nbsp; 第七杯敬你：敬你遇我努力克制情绪而我则无视，此无情；我干杯，你随意&nbsp; 第八杯敬你：你似乎忘了一切我却也是其中之一，伤别离；我干杯，你随意&nbsp; 第九杯敬你：敬你将戎马归来而我却以背景乡离，别无期；我干杯，你随意
1,怀疑是不是假货 ，  跑了几天没法适应 鞋底挺硬的跑时间久脚疼 没有想象中的为跑步而设计 。 特步 安踏 李宁 ，鸿星尔克都有 算起来这专门为跑步购买的 鞋底最硬了 ，亲们 别被坑了 。
1,穿着蛮舒服的，就是气味很大，放了一天还有气味，还没有试跑，跑完再来评价
1,看起来挺好的，送给男朋友的，等他穿过后再评价
1,还行吧，就开箱味道大跑步感觉不错
1,外观还可以  不过盲目自信觉得自己脚肥  买了42.5  后悔了  有点大  但是懒得换了  可能是因为价钱没到的原因 踩屎感我没感觉到??  平时运动是足够了反正
1,买大了半码 鞋底有点硬 整体还不错 还有 米饭客服态度超好
1,客服介绍的码数大了，鞋就这个价格那样的东西、跑步只能说比滑板鞋强、看着透气其实也一般般、想买来跑步就算了吧
1,鞋子不错，包裹性非常好，再来双小头的
1,鞋子好评 大小合适 穿在脚上挺紧的 也算舒服
1,鞋不错，轻，舒服，价位实惠！
1,大小合适，底板较硬，跑起来还可以。
1,不错，买给父亲的。鞋子挺漂亮的，码数也比较准确
1,穿着很舒服，天气慢慢热了起来，网面的会很凉快，美滋滋～
1,看着感觉版型有点老，但是穿着很舒服，不错，就是鞋底好像有点滑，这走路得小心了。。
1,上脚还行，感觉很软，但是一跑，我跟你讲，不吹牛b，真的垃圾！缓冲有了，但是支撑很差，而且一点不透气，跑起来脚很闷很闷，200块能买到什么好鞋子我也是想不通我当时怎么想的了，唉。
1,很不错，脚后跟特别软，明天跑步的时候在试试
1,很满意的一次购物，穿上感觉也挺好，而且透气
1,时尚大方，穿着舒服，希望耐穿一点吧
1,不好，拿来就是皱的。而且走路鞋底非常划，差评，卖家服务态度也不好，半天没人回复
1,外观挺好看，鞋底不够软，略硬
1,没有明显的回弹，挺好穿的，买比平时大半码的刚好！
1,旗舰店买的，为啥快递包装是伟伦店的包装，假的能不能做真点，我当然认为这个价格是买不到真货的，但是你们作假也做好点吧
1,穿上特别有脚感，舒服。
1,这种鞋呢，只有自己上脚才知道多舒服。 相比于前两次买的跑鞋呢，那款反光夜跑抓地更好，这款包裹性更强，推荐入坑。
1,太差了，不透气，特别容易脏，买了几天就降价，坑死
1,还没穿，应该挺不错的，准备跑马拉松穿。
1,外观还行，不过一拆开就有一股胶味。 一下子就降低了印象分，不过毕竟产地是越南，又是这个便宜的价格。 总的来说穿呗，反正一双鞋。
1,给男朋友买的，很满意，大小刚刚好，很漂亮。
1,47&amp;37这对比&hellip;&hellip;&hellip;不过入门级的跑步鞋这么舒服很不错的
1,鞋子很好看，穿着也挺舒服
1,外观还行，就是感觉鞋有点硬，特别是脚后跟里面不知道是什么，像木板一样，还有就是在地板上很滑
1,鞋子穿起来很舒服呢 一般用来跑步的 美中不足的 就是后跟有点硬 跑久了会磨脚
1,入门级的跑鞋，很不错的，缓震不错，还以为大品牌的入门级会比较一般，然而出乎预料了！性价比高比耐克舒服多了比阿迪舒服太多太多！专业跑鞋没说的！一样的价格你还有什么理由去买李宁？怎么有点像是店家花钱叫我来评论的感觉。。。信不信随你们我买了我赚了？
1,鞋子不错，跑步穿挺好的
1,一般吧      可能是低端款      不过我好奇为什么这么大的塑料臭味         其他还没发现什么问题     适合脚瘦的人
1,一直穿的asics 外观不多说 喜欢的会非常喜欢 然后很舒服 不过这款略偏小
1,太舒适的感觉~以后跑步真的要选亚瑟士，鞋垫都不一样~第一次买~之前都是穿普通综训鞋跑步，脚底还是不太舒服~
1,买了情侣鞋，好看
1,穿着很舒服，前掌的踩屎感特别爽
1,包裹性还行，中底很软穿着很舒服，感觉还是打了半码，不知道为啥没有41的码，穿穿在评价。
1,刚刚上脚感觉还行
1,还不错，后跟有些硬的。滴滴答答滴滴答答滴滴答答滴滴答答
1,挺好的，穿着也可以，很棒棒(?˙▽˙?)
1,鞋身很好看.确实要大半码或者一码！后脚掌很舒服 缓震不错 前脚掌偏硬！毕竟价位在这里！还是不错的
1,很值 穿起来很舒服 亚瑟士
1,今晚带你去开光
1,穿着舒服，手感也很好 不错。
1,好像还可以的，就是还要12块的快递费。44码真的好大。比我43码af1大一截啊，没办法，那个鞋子打脚。希望这个好
1,倒是很舒服。很轻啊，不知道为啥这个胶水味这么大！！！！！！大家有没有这个现象！还有要买大一号
1,给儿子买的，试穿了下挺合适；样子很好看，希望他穿着舒服（儿子脚厚实多肉）
1,白鞋，很好搭配衣服，本来想买自己穿，老婆也很喜欢，就买了两双，情侣鞋^_^穿着很舒服 好
1,每次我跑8公里，感觉还可以，后面在评价。
1,大家别都说买大一码，那是脚肥或宽的人，我推荐不是前者就正常码数。低软而弹。跑过，有什么之后再说。
1,收到鞋子 真的很好，正品的 没问题??。
1,鞋子很好看，穿起来也很舒服，脚底很软。 用来跑了两次步，感觉小腿和膝盖略疼，不知道是鞋的问题还是其他问题，现在已经日常穿了，不用来跑步了
1,鞋子是真的好看，非常的舒服满分
1,快递非常快，鞋子很不错，透气还很轻，适合运动，价格比较合适，满意，就是味道有点大
1,终于收到我需要的宝贝了，东西很好，价美物廉，谢谢掌柜的！说实在，这是我淘宝购物来让我最满意的一次购物。无论是掌柜的态度还是对物品，我都非常满意的。掌柜态度很专业热情，有问必答，回复也很快，我问了不少问题，他都不觉得烦，都会认真回答我，这点我向掌柜表示由衷的敬意，这样的好掌柜可不多。再说宝贝，正是我需要的，收到的时候包装完整，打开后让我惊喜的是，宝贝比我想象中的还要好！不得不得竖起大拇指。下次需要的时候我还会再来的，这一段我是复制的
1,感觉鞋底有点硬，买回来就跑了一个5公里，和之前的阿迪相比脚底明显感觉硬好多，跑完脚底板有点痛的感觉。可能还没有习惯的原因应该
1,颜色什么的很正，但是鞋子穿起来会有一点打脚建议买大一码的
1,舒适有卖穿，跟你阿金HK你OK岁末我这个路
1,穿着舒服，包装也很好，好评，
1,宝贝收到后立马5公里跑步，脚脚包裹非常好，鞋底软软的真舒服，好评！
1,看着还好不知道穿怎么样。  还有快递好慢
1,满意，超过期待。
1,鞋很舒服，第一次买却惊艳到了我，很轻，平常nike穿41的这个得穿41.5，整体很好
1,挺不错很喜欢也很舒适第二双亚瑟士了
1,款式可以穿穿再评
1,脚感非常好！爽！物美价廉！
1,苏福啊苏福啊苏福。入门级慢跑鞋，专业的就是不一样！
1,跑步舒服
1,挺不错的。鞋子挺轻很舒服
1,非常舒服一直在这家店购买放心
1,昨天就收到了，今天正式穿出去跑了一阵，确实不错。那种专业性跑鞋带来的踩屎感让人很舒服。虽然这双只是入门级，但是对于我这种业余人士来说已经足够了。
1,哥哥哥哥哥哥乳房 v 吃肥肉vvffvvcsa啊学习心得潇潇洒洒潇潇洒洒的新事物上睡在我身上撒撒上电子商务我身上撒哇斯斯文文斯斯文文时尚权威时尚权威娑撒钱是多少啊啊啊啊
1,很舒服，鞋底很软，缓冲很好，很棒！
1,好看物美价廉，，质量很好
1,还不错
1,还没有穿试试感觉还行，等以后穿了再说吧
1,收到，做工超赞
1,买了穿着试了下还不错，挺好看，包裹性也挺强，就是这几天一直下雨就没出去跑跑试试
1,卖给男票的，还没穿但是感觉不错～
1,非常好的购物体验，做工精细，样式美观，质量很不错，穿着合脚舒适，很满意，应该给好评！ 服务很好。
1,说实话没有图片好看  ，但还可以，另外鞋的缓震不是很好，  走路有点累，就是这些。618买的 吐槽一下 物流有点慢，
1,鞋还不错，脚尖处偏窄，鞋后跟缓冲不错，适合平常短途慢跑。
1,好像还不错，不知道是不是正品
1,偏小偏小偏小，要注意了，买大半码比较保险
1,鞋子很好看，走起来也很舒服，好评
1,鞋子看起来好看，穿着舒服。穿几天看看磨不磨脚。先好评。。。
1,脚感不错 很喜欢 就是整体外观一般
1,男友喜欢
1,舒服！后跟护垫贼结实这个价钱值得一笔
1,之前买过一双亚瑟士，穿着确实很舒服，而且鞋子不贵，已经过了穿耐克，阿迪的年纪，亚瑟士真的很适合自己
1,颜值高，到了就试跑了一下，速度快了，不错。
1,好看
1,特别满意，大小刚好，没有踩屎感，我180斤踩着还行，估计体重轻点的会觉得有点儿硬，活动时候买的，还挺值的
1,很好很舒适 家人喜欢
1,鞋子穿着很舒服。就是太白了。??
1,说实话当初买这个鞋的时候，抱着试一试的态度，因为看评论说鞋不好。但是收到货以后真的挺好的。我脚肥脚宽，大半码正好！我不说谎
1,特别轻！感觉特别得劲 ！！好评  好评 好评
1,运动鞋穿来穿去还是亚瑟士好，轻便，舒适，透气
1,还行
1,国产假货，莆田系列，还卖270，都是退换货不方便 不然绝对退了
1,儿子穿着很满意，轻便跑鞋中比较舒服的。好评。
1,用优惠券买的，性价比超高，鞋子质量很好
